"sourceKey","startdate","enddate","sourceName","shelfMark","sourceType","surface","dateComments","archiveName","archiveCity","siglum","archiveCountry","composition_name","composer"
21,"15","15","","MS 392","manuscript of polyphony ","Paper","","Stiftsbibliothek","CH-Sankt Gallen (St. Gall)","CH-SGS","Switzerland","Nicolai solempnia sua preceps","no composer/anon"
21,"15","15","","MS 392","manuscript of polyphony ","Paper","","Stiftsbibliothek","CH-Sankt Gallen (St. Gall)","CH-SGS","Switzerland","Nicolai solempnia","no composer/anon"
21,"15","15","","MS 392","manuscript of polyphony ","Paper","","Stiftsbibliothek","CH-Sankt Gallen (St. Gall)","CH-SGS","Switzerland","In hoc anni circulo vita datur","no composer/anon"
21,"15","15","","MS 392","manuscript of polyphony ","Paper","","Stiftsbibliothek","CH-Sankt Gallen (St. Gall)","CH-SGS","Switzerland","Resonet in laudibus cum jocundis","no composer/anon"
22,"14","14","","Lit. 41","chant book with added polyphony ","parchment","","Staatsbibliothek","D-Bamberg","D-BAs","Germany","Kyrie [Tro] magne Deus potentiae","no composer/anon"
23,"14","15","","Berlin MS Mus. 40562","manuscript of polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Salve regina","no composer/anon"
23,"14","15","","Berlin MS Mus. 40562","manuscript of polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Benedicamus Domino","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Jube Domine benedicere","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Jube Domine benedicere","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Salve pater luminum omnium / Exaudi nos mundi dos caeli ros","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Verum sine spina... Benedicamus Domino","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Ad laudes Domini ... Benedicamus Domino","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Kyrie [Tro] Fons Bonitatis pater ingenite","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Kyrie [Tro] magne Deus potentiae","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Benedicamus Domino","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Benedicamus Domino","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Jube Domine benedicere. Consurge induere fortitudine","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Salve Maria regina que Deum","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Veni sancte spiritus - Veni pater divine spiritus","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Iste confessor Domini sacratus - Orbis exultans - Ut queant laxis","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Uterus virgineus thronus est","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","O clemens archa nove legis","no composer/anon"
24,"14","15","","Berlin MS Mus. 40580","chant book with added polyphony ","parchment","","Biblioteka Jagiellonska","PL-Kraków","PL-Kj","Poland","Benedicamus Domino","no composer/anon"
25,"15","15","","MS Lat. 4° 46","non-music MS with interpolated music","paper"," f. 275 is dated 1455 ","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Latentis entis veritas / Abstrusum trusum","no composer/anon"
25,"15","15","","MS Lat. 4° 46","non-music MS with interpolated music","paper"," f. 275 is dated 1455 ","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","En turgent proch / Redundantes moribus","no composer/anon"
25,"15","15","","MS Lat. 4° 46","non-music MS with interpolated music","paper"," f. 275 is dated 1455 ","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","In sophia redimita / Ordo ecquis planetarum","no composer/anon"
26,"13","14","","MS Mus. Lat. 4º 523","flyleaves and interpolation to a non-music MS","parchment","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Alleluia. Nativitas gloriosae","no composer/anon"
26,"13","14","","MS Mus. Lat. 4º 523","flyleaves and interpolation to a non-music MS","parchment","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Concede. V. Adjuvent nos","no composer/anon"
26,"13","14","","MS Mus. Lat. 4º 523","flyleaves and interpolation to a non-music MS","parchment","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Alleluia. Veni electa mea","no composer/anon"
26,"13","14","","MS Mus. Lat. 4º 523","flyleaves and interpolation to a non-music MS","parchment","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","L’adorno viso coll’alegro apetto","Fr. Reynaldus"
27,"14","15","","MS Mus. 40563","chant book with added polyphony ","parchment","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","L’adorno viso coll’alegro apetto","Fr. Reynaldus"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Phisis stupescit lux convenit","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Memorem mortis intulit","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","In aurora cum diescit","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Salve lampas fulgida / Salve dia domina","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Tonicat hylariter omnis mundus","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Dorothea mens ut rea veterum","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Mistice excipie addonay","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Patrem omnipotentem [Credo]","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","Katherina solempnia celebremus","no composer/anon"
28,"15","15","","MS Theol. Lat. 4° 100","non-music MS with interpolated music ","Paper","","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz","D-Berlin","D-B","Germany","En lucent dona caelica","no composer/anon"
29,"15","15","","2276","non-music MS with interpolated music ","Paper","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Omnes gaudemus in tali festo","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Deus in adjutorium meum intende","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Virginale decus et presidium / Descendi in ortum meum / Alma","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Salve, virgo, parens salvatoris / O Maria, mater Dei, flos / Flos","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Douche dame par amours, virge mere / Salve, virgo virginum, Dei / Cumque","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","untexted","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Si membrana esset caelum","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","… claruit Bartholomeus pater ac demon Astorota / in folie cum Dei filio","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Homo miserabilis, tu nunquam / Homo, luge, fuge, fuge mortalia / Brumas e mors","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","O natio nephandi generis / Conditio nature defuit in filio / Mane prima sabati","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Benedicite Dominus gustate / Benedicite Dominus edent pauperes / Aptatur","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Ave gloriosa mater salvatoris / Duce creature, virgine Marie / Domino","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Alleluia. caeli Domino / regi summo caeli Domino","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Ave, virgo, mater Dei hominis / Benedicta tu in mulieribus / Ego in te nostra leta concio","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","O / Mater salutifera virgoque puerpera","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Styrps Yesse. V. Virgo Dei genitrix","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Fons misericorie, salve / In caelesti curie recolunt / Pro patribus","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Caeli domina, quam sanctorum agmina / Ave, virgo virginum, ave / Et super","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Dominator Domine, qui de virgine / Ecce ministerium profert alvus virginis / Domino","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","O Maria, virgo davitica / O Maria, maris stella plena gratie / Veritatem","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Tu decus et decoris et solamen / O Maria, beata genitrix / Nostrum","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Ave, lux luminum, ave, splendor / Salve, virgo, rubens rosa, sola / Neuma","no composer/anon"
30,"14","14","","3471","fragment ","parchment","","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Psallat chorus in novo carmine / Eximie pater egregie, rector / [Aptatur]","no composer/anon"
31,"14","14","","876","chant book with added polyphony ","parchment","There is an obit dated 1346 on f. 1","Hessische Landes- und Hochschulbibliothek","D-Darmstadt","D-DS","Germany","Kyrie [Tro] magne Deus potentiae","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Resurrexit hodie qui pridie / In saeculum","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Virgo gloriosa, forma virginalis / Laetabitur","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Alma redemptoris mater","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","untexted","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Ave, Jesu Christe, verbum patris / O premium et requies omnium","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Cum amoris cella placens","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Salve, virgo gloriosa, regum orta germine … per cunctis nitens velut rosa … tua per suffragia","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","O Maria maris stella plena gratie / Veritatem","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany"," … tuo vino satiari ipse quod","no composer/anon"
32,"13","14","","Folio 169","fragment of choirbook ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Rosula fructo perfulcitur / Virginibus dignior omnibus","no composer/anon"
33,"14","14","","4° 332","non-music MS with interpolated music ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Sys willekomen, Heirre Kerst wat du onser","Johannes Barbla"
33,"14","14","","4° 332","non-music MS with interpolated music ","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Et in terra pax [Gloria]","Johannes Barbla"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Haec est mater Domini sanctissima","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Vidit Jacob in sompnis scalam … Gloria patri","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Kyrie eleison","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Benedicamus [Tro] in laude Jesu","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Jube Domine benedicere","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Procedentem sponsum de thalamo … Benedicamus Domino","no composer/anon"
34,"14","14","","8° 44","theory treatise and chant book with added polyphony","parchment","","Wissenschaftliche Bibliothek der Stadt","D-Erfurt","D-EF","Germany","Alleluia. Ave rosa venustatis","no composer/anon"
35,"14","14","","324","non-music MS with interpolated music ","parchment","","Universitätsbibliothek","D-Erlangen","D-ERu","Germany","Rex omnium Dominus apostolos / Fidus servus nec protervus, princeps","no composer/anon"
36,"15","15","","464","chant book with added polyphony ","Paper","","Universitätsbibliothek","D-Erlangen","D-ERu","Germany","Omnes gaudemus in tali festo / huius","no composer/anon"
37,"14","15","","St Peter Perg. 16","Antiphonary-Kyriale-Troper-Sequentiary chant book with added polyphony ","parchment","","Badische Landesbibliothek","D-Karlsruhe","D-KA","Germany","Crucifixum in carne laudate","no composer/anon"
38,"14","14","","St Peter Perg. 29a","theory treatise and chant book (Processionale-Antiphonary) with added polyphony ","parchment","","Badische Landesbibliothek","D-Karlsruhe","D-KA","Germany","Alleluia. Veni sancte spiritus","no composer/anon"
38,"14","14","","St Peter Perg. 29a","theory treatise and chant book (Processionale-Antiphonary) with added polyphony ","parchment","","Badische Landesbibliothek","D-Karlsruhe","D-KA","Germany","Kyrie [Tro] magne Deus potentiae","no composer/anon"
38,"14","14","","St Peter Perg. 29a","theory treatise and chant book (Processionale-Antiphonary) with added polyphony ","parchment","","Badische Landesbibliothek","D-Karlsruhe","D-KA","Germany","Kyrie eleison","no composer/anon"
39,"15","15","","Wonnenthal 1","gradual with added polyphony ","parchment","","Badische Landesbibliothek","D-Karlsruhe","D-KA","Germany","Kyrie Vatican Mass V","no composer/anon"
40,"14","14","","s.s.","fragment ","paper","","Rosgarten Museum","D-Constance (Konstanz)","D-KZr","Germany","Cum rex gloriae Christus / Also heilig ist der Tag","no composer/anon"
40,"14","14","","s.s.","fragment ","paper","","Rosgarten Museum","D-Constance (Konstanz)","D-KZr","Germany","Pater noster lux sanctorum / Pater noster Jesu benigne","no composer/anon"
40,"14","14","","s.s.","fragment ","paper","","Rosgarten Museum","D-Constance (Konstanz)","D-KZr","Germany","Apparuerunt illis disperdite liguae / Omnium est artifex omnem","no composer/anon"
40,"14","14","","s.s.","fragment ","paper","","Rosgarten Museum","D-Constance (Konstanz)","D-KZr","Germany","Grata prodigalitas / Eya dulcis","no composer/anon"
40,"14","14","","s.s.","fragment ","paper","","Rosgarten Museum","D-Constance (Konstanz)","D-KZr","Germany","Ave, tronus trinitas, archa / O Maria, audi nos","no composer/anon"
41,"14","15","","II.138","chant book with added polyphony ","parchment","","Stadtbibliothek","D-Mainz","D-MZs","Germany","Vernans virtus sacramenti","no composer/anon"
42,"15","15","","Cgm. 715","chant book with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Wohlauf lieben gesellen unverzait / Seid willkommen, Herr Martein... zarter","no composer/anon"
42,"15","15","","Cgm. 715","chant book with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Martien lieber herre fröleich sein","Oswald von Wolkenstein"
42,"15","15","","Cgm. 715","chant book with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","… Herren Martein -et allso sere trag wein trag suf wein ","no composer/anon"
42,"15","15","","Cgm. 715","chant book with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Wohlauf lieben gesellen unverzeiht / Seid willkommen Herr Martein","no composer/anon"
43,"14","14","","Clm. 11764","Gradual with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Dominus vobiscum. Sequentia sancti ewangelii secundum Lucam. In illo tempore ingressus Jesus Zacheus","no composer/anon"
43,"14","14","","Clm. 11764","Gradual with added polyphony ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Kyrie [Tro] fons bonitatis","no composer/anon"
44,"15","15","","Clm. 14926","chant book with added polyphony ","","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Sanctus","no composer/anon"
44,"15","15","","Clm. 14926","chant book with added polyphony ","","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Agnus Dei","no composer/anon"
45,"15","15","","Clm. 15611","non-music MS with interpolated music ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","...ce ne... qui me cong....","Pierre des Molins"
45,"15","15","","Clm. 15611","non-music MS with interpolated music ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","huius versiculi / knor ?","no composer/anon"
45,"15","15","","Clm. 15611","non-music MS with interpolated music ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Bondere ? de corpus sic laudabili","no composer/anon"
45,"15","15","","Clm. 15611","non-music MS with interpolated music ","Paper","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Patrem omnipotentem [Credo]","no composer/anon"
46,"14","15","","Clm. 5511","non-music MS with interpolated music ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Jube Domine benedicere","no composer/anon"
46,"14","15","","Clm. 5511","non-music MS with interpolated music ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Jube Domine benedicere. Consolamini vox clamantis","no composer/anon"
46,"14","15","","Clm. 5511","non-music MS with interpolated music ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Jube Domine benedicere. Consurge induere fortitudine","no composer/anon"
46,"14","15","","Clm. 5511","non-music MS with interpolated music ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Procedentem sponsum","no composer/anon"
47,"14","15","","Mus. MS 3223","fragment of a manuscript of polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Deo gratias conclamemus omnes hic","no composer/anon"
47,"14","15","","Mus. MS 3223","fragment of a manuscript of polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Celice rex regum dominator fons","no composer/anon"
47,"14","15","","Mus. MS 3223","fragment of a manuscript of polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Agentem gentem decet omnem","no composer/anon"
48,"14","14","","Clm. 22305","non-music MS with interpolated music ","parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Consolare virgo mater Dei / Dignare me laudare te virgo","no composer/anon"
49,"14","14","","Clm. 2699","non-music MS with interpolated music ","parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Benedicamus Domino [Tro] Rex Deus Deorum … Ecclesiam de regum stirpe natam","no composer/anon"
49,"14","14","","Clm. 2699","non-music MS with interpolated music ","parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Benedicamus Domino","no composer/anon"
50,"14","14","","Clm. 29316-71","non-music MS with interpolated music ","parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Venite - Gloria patri et filio","no composer/anon"
50,"14","14","","Clm. 29316-71","non-music MS with interpolated music ","parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Puer natus est","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Agnus Dei [Tro] Mortis dira ferens","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","… tripudio … Benedicamus Domino","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Sanctus, Sanctus. [Tro] Quem pium benedicit","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Sanctus [Tro] Maria mater egregia","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Deus, in adjutorium intende","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Gaudens in Domino in hoc sollemnio","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Jube Domine, silentium. Primo tempore alleviata","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Ave, virgo virginum, verbi","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Exiit diluculo rustica","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Sonent laudes pueri, sonent et provecti","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Gratulentur parvuli, nato rege","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Procurans odium effectu proprio","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Kyrie eleison","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Hodie natus in Israel / Salus virgini per quam homnium / In saeculum [1a pars]","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Resurrexit hodie qui pridie / In saeculum","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","O miranda Dei caritas, per peccatum / Salve, mater salutifera, claritatis / Kyrie [1a pars]","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Pro defectu cure pastoralis, grex delirat [2a pars]","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Flos de spina rumpitur, spina caret flos / Regnat","no composer/anon"
51,"15","15","","Clm. 5539","theory treatises and chant book with added polyphony ","Parchment","","Bayerische Staatsbibliothek","D-Munich (München)","D-Mbs","Germany","Quomodo fiet id, o virgo / O stupor omnium in modum","no composer/anon"
